,date,category_id,category,headline,articles,url
611,2020-01-10,5,sports,"The Lion in Twilight: Zlatan Ibrahimovic, Perception and Reality","The striker blended world-class talent with cartoonish charm for a decade, but as he returns to Milan, the schtick is wearing thin.",https://www.nytimes.com/2020/01/10/sports/soccer/zlatan-ibrahimovic-liverpool-spurs.html
612,2020-01-10,5,sports,How Dabo Swinney Turned Clemson Into a Football Juggernaut,"Clemson can win a third national title in four seasons by beating L.S.U., but Swinney has been winning over players, fans and boosters since his first day.",https://www.nytimes.com/2020/01/10/sports/dabo-swinney-clemson-cfp.html
613,2020-01-10,2,politics,Doug Collins Apologizes for Claiming Democrats Are ‘In Love With Terrorists’,Mr. Collins walked back his statement made Wednesday amid a fiery debate over Congress’s role in matters of war and peace.,https://www.nytimes.com/2020/01/10/us/politics/doug-collins-apology.html
614,2020-01-10,1,world,"In Rare Mexico School Shooting, Student Kills a Teacher and Wounds Others",The governor said the 11-year-old boy may have been influenced by a violent video game.,https://www.nytimes.com/2020/01/10/world/americas/mexico-school-shooting.html
615,2020-01-10,4,business,New York Reaches Settlement With Rent-to-Own Home Seller,The agreement with Vision Property Management would require the company to provide clean titles to 58 renters in the state.,https://www.nytimes.com/2020/01/10/business/rent-to-own-vision-property-management.html
616,2020-01-10,1,world,U.S. Unsuccessfully Tried Killing a Second Iranian Military Official,"A failed airstrike in Yemen was aimed at Abdul Reza Shahlai, an official with Iran’s Quds Force and an organizer of financing for regional militias supported by Iran.",https://www.nytimes.com/2020/01/10/world/middleeast/trump-iran-yemen.html
617,2020-01-10,1,world,Bomb Blast Claimed by ISIS Kills at Least 15 in Pakistan Mosque Used by Taliban,"The bomb, which tore through Friday evening prayers at a mosque in Quetta, Pakistan, also injured at least 18 more, with many in critical condition.",https://www.nytimes.com/2020/01/10/world/asia/pakistan-mosque-bombing-isis-taliban.html
618,2020-01-10,2,politics,Bernie Sanders Leads Tight Race in New Iowa Poll,"Mr. Sanders edged out his competitors in The Des Moines Register/CNN poll released on Friday, the first significant survey from Iowa in nearly two months.",https://www.nytimes.com/2020/01/10/us/politics/des-moines-register-poll.html
619,2020-01-10,4,business,"Taco Bell to Test Paying Managers $100,000 a Year","Current manager salaries for the restaurant range from $50,000 to $80,000, the company said, while one retail analyst said raising pay is a “necessary move” in the current labor market.",https://www.nytimes.com/2020/01/10/business/taco-bell-manager-salary.html
620,2020-01-10,1,world,Trump Says 4 Embassies Had Been Targeted by Iranians,The president also asserted that he did not believe American citizens had a right to more details on the intelligence that prompted the killing of an Iranian general.,https://www.nytimes.com/2020/01/10/world/middleeast/trump-iran-embassy-attacks.html
621,2020-01-10,1,world,Black Britons Wonder What Took Harry and Meghan so Long,"“Thank God they are free,” one Londoner said. “All of this is about her race. I know it because as a Caribbean woman who did not grow up here, I have experienced it myself.”",https://www.nytimes.com/2020/01/10/world/europe/harry-meghan-markle-racism.html
622,2020-01-10,3,arts,"Neil Peart, Drummer and Lyricist for Rush, Dies at 67","His drumming was at once intricate and explosive, expanding Rush’s power-trio dynamics. His lyrics transformed the band’s songs into elaborate suites.",https://www.nytimes.com/2020/01/10/arts/music/neil-peart-dead.html
623,2020-01-10,0,opinion,"Harry and Meghan, Going Their Own Way","One reader cheers, “Good for them.” Another calls them “hyperprivileged.” Some are dismayed by the extensive media coverage.",https://www.nytimes.com/2020/01/10/opinion/letters/royals-harry-meghan-markle.html
624,2020-01-10,1,world,What to Know About Taiwan’s Presidential Election,President Tsai Ing-wen’s prospects in the vote Saturday have been buoyed by a stronger economy and her promises to stand up to China.,https://www.nytimes.com/2020/01/10/world/asia/taiwan-election.html
625,2020-01-10,1,world,Northern Ireland Breaks a Three-Year Political Stalemate,The pressure of an impending Brexit pushed the warring parties into a deal that restores the power sharing government. But can they work together effectively?,https://www.nytimes.com/2020/01/10/world/europe/northern-ireland-stormont-stalemate.html
626,2020-01-10,4,business,Fired Boeing C.E.O. Muilenburg Will Get More Than $60 Million,"Dennis A. Muilenburg, who was ousted last month, forfeited stock awards worth some $14.6 million, but he is still contractually entitled to receive other benefits.",https://www.nytimes.com/2020/01/10/business/boeing-dennis-muilenburg-severance.html
627,2020-01-10,1,world,"As U.S.-Iran Tensions Flare, Iraq Is Caught in the Middle","After U.S. airstrikes killed an Iranian leader, Iraq’s Parliament voted to expel American forces. Some Iraqi officials say that would be disastrous for Iraq.",https://www.nytimes.com/2020/01/10/world/middleeast/iraq-iran-us-troops.html
628,2020-01-10,2,politics,"House Democrats Push Environmental Bills, but Victories Are Few",Climate and environmental activists are growing impatient with a Democratic-led House that they view as not doing enough to enact their agenda.,https://www.nytimes.com/2020/01/10/us/politics/environment-climate-democrats-congress.html
629,2020-01-10,4,business,‘I Honestly Don’t Trust Many People at Boeing’: A Broken Culture Exposed,A trove of internal employee communications shows that the aviation giant’s troubles go beyond one poorly designed plane.,https://www.nytimes.com/2020/01/10/business/boeing-737-employees-messages.html
630,2020-01-11,0,opinion,Taiwan’s Election is a Vote About China,The race for president is a proxy contest about national identity.,https://www.nytimes.com/2020/01/10/opinion/taiwans-election-is-a-vote-about-china.html
631,2020-01-11,0,opinion,Of Course Bernie Can Win,To say Sanders is unelectable is indefensible.,https://www.nytimes.com/2020/01/10/opinion/bernie-sanders-2020.html
632,2020-01-11,2,politics,"Your Impeachment Questions, Answered","Times reporters fielded questions from readers, covering topics like the chief justice’s role and the odds of a second impeachment.",https://www.nytimes.com/2020/01/10/us/politics/impeachment-questions-answers.html
633,2020-01-11,1,world,"Iran, United by Loss of General, Is Divided Over Plane Crash",A debate of how much blame the government bears for the downing of a Ukrainian jetliner threatens to destroy a moment of national solidarity.,https://www.nytimes.com/2020/01/10/world/middleeast/iran-plane-crash-suleimani.html
634,2020-01-11,4,business,Stephanie Grisham: Trump’s Press Secretary Who Doesn’t Meet the Press,"A presidency in crisis, a nation on the brink of war — and a White House press secretary who was largely out of sight.",https://www.nytimes.com/2020/01/10/business/media/stephanie-grisham-trump-press-secretary.html
635,2020-01-11,0,opinion,Two Deaths and My Life,The memento mori of two friends.,https://www.nytimes.com/2020/01/10/opinion/sonny-mehta-ward-just.html
636,2020-01-11,1,world,"Sultan Qaboos, 79, Is Dead; Built Oman Into Prosperous Oasis of Peacemaking","The longest-serving Arab ruler, Qaboos pulled his nation from poverty and brokered quiet talks between global foes.",https://www.nytimes.com/2020/01/10/world/middleeast/sultan-qaboos-dead.html
637,2020-01-11,2,politics,"Texas Governor Shuts State to Refugees, Using New Power Granted by Trump",Gov. Greg Abbott told the State Department that Texas would not accept refugees this year.,https://www.nytimes.com/2020/01/10/us/politics/texas-governor-refugees.html
638,2020-01-11,0,opinion,Changing Rules to Help Bankers and Hurt Poor Neighborhoods,The Community Reinvestment Act needs a renovation. The Trump administration instead is proposing a partial demolition.,https://www.nytimes.com/2020/01/10/opinion/Community-Reinvestment-Act.html
639,2020-01-11,1,world,Iran Is Expected to Announce Cause of Ukrainian Jet Crash,"The announcement comes as American and allied intelligence assessments have suggested that Iranian missiles brought down the plane, most likely by accident.",https://www.nytimes.com/2020/01/10/world/middleeast/iran-jet-crash.html
640,2020-01-11,2,politics,"F.B.I. Apologizes to Court for Botching Surveillance of Trump Adviser, and Pledges Fixes","In a rare public filing, the bureau said it would extend wiretap changes to other tools for collecting data on suspected spies and terrorists.",https://www.nytimes.com/2020/01/10/us/politics/fbi-fisa-court.html
641,2020-01-11,1,world,China Reports First Death From New Virus,"The coronavirus, which surfaced in the city of Wuhan, has put the region on alert, but there is no evidence that it can spread among humans.",https://www.nytimes.com/2020/01/10/world/asia/china-virus-wuhan-death.html
642,2020-01-11,1,world,A Distant Missile Strike Spreads Grief Across Canada,"The downing of an airliner near Tehran, apparently by an Iranian missile, has created a diplomatic crisis.",https://www.nytimes.com/2020/01/10/world/canada/iran-ukraine-plane-canada.html
643,2020-01-11,4,business,CNN Agrees to Pay $76 Million to Settle Allegations It Violated Federal Labor Law,The National Labor Relations Board said the settlement with unionized broadcast technicians was the largest monetary remedy in its 84-year history.,https://www.nytimes.com/2020/01/10/business/cnn-labor-dispute-settlement.html
644,2020-01-11,1,world,Plane Crash Leaves Iranian Diaspora in Canada Grief-Stricken,"Of the 176 victims, 57 Canadians died on the flight that crashed on its way from Tehran to Ukraine. Many were students or faculty at the University of Alberta in Edmonton.",https://www.nytimes.com/2020/01/10/world/canada/iran-crash-victims-canada.html
645,2020-01-11,4,business,How a High Schooler Scooped Everyone on the Iowa Poll,"Three times now, Arjav Rawal has tweeted the results before their official release, beating even CNN, a poll sponsor.",https://www.nytimes.com/2020/01/10/business/iowa-poll-student-scoop.html
646,2020-01-11,1,world,‘It Has Made Chaos Everywhere’: Iranian Reactions to the U.S. Killing Suleimani,How does Iran view the U.S. killing of Maj. Gen. Qassim Suleimani? We spoke with several Iranians to get their perspective on a figure both celebrated as a war hero and criticized as a symbol of repressive security apparatus.,https://www.nytimes.com/video/world/middleeast/100000006907637/iranian-people-soleimani-reactions.html
647,2020-01-11,1,world,Flights In and Out of Tehran Continued After Missile Strikes and Plane Crash,"Planes took off after Iran’s missile strikes on bases in Iraq, and even after a Ukrainian plane crashed shortly after takeoff.",https://www.nytimes.com/interactive/2020/01/10/world/middleeast/iran-tehran-airport-crash-flights.html
648,2020-01-11,1,world,Sheep That Survived Cargo Ship Disaster Cheat Death Again,"Weeks after more than 14,000 sheep died in the Black Sea near Romania, 180 lucky ones have been rescued by animal welfare groups, which pledged to protect them from slaughter.",https://www.nytimes.com/2020/01/10/world/europe/sheep-capsized-romania.html
649,2020-01-11,1,world,Iran Says It Unintentionally Shot Down Ukrainian Airliner,"“The Islamic Republic of Iran deeply regrets this disastrous mistake,” President Hassan Rouhani said, as Iran reversed its claims that mechanical failure was to blame.",https://www.nytimes.com/2020/01/10/world/middleeast/missile-iran-plane-crash.html
650,2020-01-11,0,opinion,Why America Needs a Royal Family,"Yes, this is the conclusion I have drawn from Megxit.",https://www.nytimes.com/2020/01/10/opinion/meghan-markle-royals.html
651,2020-01-11,3,arts,What’s on TV Saturday: ‘John Wick: Chapter 3’ and ‘Austin City Limits’,"The latest movie in the “John Wick” saga airs on HBO, and the Raconteurs perform songs off their new album on “Austin City Limits.”",https://www.nytimes.com/2020/01/11/arts/television/whats-on-tv-saturday-john-wick-chapter-3-and-austin-city-limits.html
652,2020-01-11,1,world,"Plane Shot Down Because of Human Error, Iran Says",The military said that the Ukraine passenger jet had been misidentified as a cruise missile flying over Tehran.,https://www.nytimes.com/2020/01/11/world/middleeast/plane-crash.html
653,2020-01-11,5,sports,What Makes Nick Bosa So Good? Let the Experts Explain,"The best rookie defender in the N.F.L. dominates with speed, power and technical expertise amplified by a sophistication rare for his age.",https://www.nytimes.com/2020/01/11/sports/football/49ers-nick-bosa.html
654,2020-01-11,2,politics,"Iran, Endorsements and a Debate Surprise: This Week in the 2020 Race","The 2020 Democrats criticized President Trump’s Iran strategy and top candidates notched significant endorsements, with the Iowa caucuses less than a month away.",https://www.nytimes.com/2020/01/11/us/politics/democrats-castro-endorsement-iran.html
655,2020-01-11,2,politics,Sanders and Biden Look for Dominance in Early States,"Bernie Sanders and Joseph R. Biden Jr. have been seeking to take control of the race in its early stages, trying to deny momentum to their top two rivals, Elizabeth Warren and Pete Buttigieg.",https://www.nytimes.com/2020/01/11/us/politics/sanders-biden-early-states.html
656,2020-01-11,1,world,"Happy Birthday, Trump Tells Kim. Not Enough, North Korea Says.","A senior aide said the North’s leader, Kim Jong-un, had “good personal feelings” about President Trump, but that did not affect policy.",https://www.nytimes.com/2020/01/11/world/asia/trump-kim-jong-un-birthday.html
657,2020-01-11,1,world,"Far-Right Trolls, Not Grannies, Drive Outrage Over German Satire",A song about a grandmother and her gas-guzzling motorcycle fuels a national debate in Germany. At the wheel were right-wing actors who wanted it that way.,https://www.nytimes.com/2020/01/11/world/europe/germany-satire-far-right-grannies.html
658,2020-01-11,1,world,How Many Animals Have Died in Australia’s Wildfires?,A professor estimated this week that a billion animals had died in Australia’s wildfires. But where are these numbers coming from?,https://www.nytimes.com/2020/01/11/world/australia/fires-animals.html
659,2020-01-11,4,business,The Merchants of Thirst,"In Nepal and many other countries, private tanker operators profit from growing water scarcity.",https://www.nytimes.com/2020/01/11/business/drought-increasing-worldwide.html
660,2020-01-11,1,world,"In Blow to Beijing, Taiwan Re-elects Tsai Ing-wen as President",The victory was a remarkable comeback for Ms. Tsai and suggested that Beijing’s pressure campaign had backfired.,https://www.nytimes.com/2020/01/11/world/asia/taiwan-election-china.html
661,2020-01-11,1,world,Jet Crash in Iran Has Eerie Historical Parallel,"The United States accidentally downed an Iranian passenger jet in 1988, killing all 290 people aboard, amid a battle with Iranian forces in the Persian Gulf.",https://www.nytimes.com/2020/01/11/world/middleeast/iran-air-flight-655-history.html
662,2020-01-11,1,world,Could ‘Megxit’ Be a Royal Fairy Tale for Canada?,"The possibility that Prince Harry and his wife, Meghan, might settle in Canada has unleashed a frenzy of excitement and offers of free coffee — but also some dissent.",https://www.nytimes.com/2020/01/11/world/canada/harry-meghan-royal-family.html
663,2020-01-11,1,world,"Harry, Meghan and Britain: When Did the Fairy Tale Go Sour?","Not that long ago, the Duke and Duchess of Sussex were golden in the eyes of the news media and public. What happened?",https://www.nytimes.com/2020/01/11/world/europe/duchess-sussex-prince.html
664,2020-01-11,5,sports,The 8 N.F.L. Stars Who Powered Their Teams to the Playoffs,A field of 32 teams is down to its final eight in the quest for a championship. Our experts pick the players most instrumental to each team’s success.,https://www.nytimes.com/2020/01/11/sports/football/nfl-playoffs-most-valuable-player.html
665,2020-01-11,1,world,"Migrant Boat Sinks Near Greek Island, Killing at Least 12","The vessel may have had around 50 people aboard, the Greek Coast Guard said, and a major search-and-rescue mission was underway.",https://www.nytimes.com/2020/01/11/world/europe/greece-migrant-deaths.html
666,2020-01-11,0,opinion,Donald Trump Is a Hostage to 1979,Why did the president target Qassim Suleimani? Because he’s obsessed with Jimmy Carter.,https://www.nytimes.com/2020/01/11/opinion/sunday/trump-iran.html
667,2020-01-11,2,politics,Logjam Over Impeachment Trial Leaves Trump Prosecutors Little Time to Prepare,"Speaker Nancy Pelosi has waited to name the representatives who will present the case to the Senate, making an already fraught job even more difficult.",https://www.nytimes.com/2020/01/11/us/politics/impeachment-trial-managers-trump.html
668,2020-01-11,4,business,Carlos Ghosn Skipped Bail. This Man Was Left Behind.,"The former Nissan executive remains in Tokyo, awaiting a trial on criminal charges that he helped Mr. Ghosn hide his compensation.",https://www.nytimes.com/2020/01/11/business/greg-kelly-carlos-ghosn-nissan.html
669,2020-01-11,0,opinion,Why We Voted Against the War Powers Resolution,"Congress should be debating laws governing the use of force, not symbolic resolutions.",https://www.nytimes.com/2020/01/11/opinion/Max-Rose-Elaine-Luria-War-Powers-Vote.html
670,2020-01-11,0,opinion,Want to Do Something About Climate Change? Follow the Money,"Chase Bank, Wells Fargo, Citibank and Bank of America are the worst offenders.",https://www.nytimes.com/2020/01/11/opinion/climate-change-bank-investment.html
671,2020-01-11,5,sports,How the 49ers Beat the Vikings to Advance to the N.F.C. Championship Game,"The 49ers defeated the Vikings, 27-10, in dominating fashion, including two rushing touchdowns and by capitalizing on Vikings mistakes.",https://www.nytimes.com/2020/01/11/sports/football/49ers-vikings-score.html
672,2020-01-11,2,politics,"Does Running a City of 100,000 People Make You Presidential Material?",Mayors ponder the City Hall to White House leap.,https://www.nytimes.com/2020/01/11/us/politics/buttigieg-mayors-elected-president.html
673,2020-01-11,1,world,Two U.S. Service Members Killed in Afghanistan,"The Taliban claimed responsibility for the attack, a roadside bomb that hit a U.S. forces vehicle.",https://www.nytimes.com/2020/01/11/world/asia/afghanistan-american-casualties.html
674,2020-01-11,0,opinion,Training Geriatricians,A geriatrician describes an “Aging and End of Life” curriculum at Harvard Medical School.,https://www.nytimes.com/2020/01/11/opinion/letters/training-geriatricians.html
675,2020-01-11,0,opinion,The Many Ways of Coping With Alzheimer’s,"Readers say there are humane and legal ways to reduce needless suffering, even for somebody with dementia.",https://www.nytimes.com/2020/01/11/opinion/letters/alzheimers-disease.html
676,2020-01-11,5,sports,How the Titans Beat the Ravens to Advance to the A.F.C. Championship Game,"The Ravens came into the playoffs as the top seed in the A.F.C., but quarterback Ryan Tannehill turned the game into a rout for Tennessee by outplaying Lamar Jackson.",https://www.nytimes.com/2020/01/11/sports/football/titans-ravens.html
677,2020-01-11,3,arts,"In 2019, Jazz Reckoned With Old Boundaries, and Marched Past Them","A conversation about the best jazz albums of the year, and what they tell us about the genre’s future.",https://www.nytimes.com/2020/01/11/arts/music/popcast-jazz-2019.html
678,2020-01-11,0,opinion,The Pernicious Power of American Promises,Donors claimed they would fix Fabienne Jean’s body. They broke her heart instead.,https://www.nytimes.com/2020/01/11/opinion/haiti-earthquake-anniversary.html
679,2020-01-11,1,world,Furor in Iran and Abroad After Tehran Admits Downing Ukrainian Jetliner,Ukrainian officials suggest Iran would not have admitted responsibility if investigators from Ukraine had not found missile debris in the crash wreckage.,https://www.nytimes.com/2020/01/11/world/middleeast/furor-in-iran-and-abroad-after-tehran-admits-downing-ukrainian-jetliner.html
680,2020-01-11,2,politics,Seven Days in January: How Trump Pushed U.S. and Iran to the Brink of War,"The story of that week, and the secret planning in the months preceding it, ranks as the most perilous chapter so far in President Trump’s three years in office.",https://www.nytimes.com/2020/01/11/us/politics/iran-trump.html
681,2020-01-11,1,world,Angry Protesters Take to Streets in Iran,"Thousands of protesters gathered Saturday in Iran, furious at their government’s admission that it had accidentally shot down a Ukrainian passenger jet, killing 176 people.",https://www.nytimes.com/video/world/middleeast/100000006915660/iran-protest-plane.html
682,2020-01-11,4,business,Oprah Winfrey Pulls Out of Documentary on the Music Mogul Russell Simmons,"She attributed her move to creative differences. “In my opinion,” she said, “there is more work to be done on the film to illuminate the full scope” of the women’s allegations of sexual abuse.",https://www.nytimes.com/2020/01/11/business/media/oprah-winfrey-documentary-russell-simmons-apple.html
683,2020-01-11,5,sports,C.T.E. and a Loved One’s Death Haunt a Clemson Player’s Family,"Nolan Turner caught a game-clinching interception to send Clemson to college football’s title game. Kevin Turner, his father, played in the N.F.L. and died after battling a disease associated with blows to the head.",https://www.nytimes.com/2020/01/11/sports/nolan-turner-clemson.html
684,2020-01-11,1,world,Macron Scraps Proposal to Raise Retirement Age in France,"Faced with an unrelenting protest over proposed changes in France’s generous pension system, officials withdraw a move to raise the full-benefit retirement age to 64 from the present 62.",https://www.nytimes.com/2020/01/11/world/europe/france-pension-protests.html
685,2020-01-11,0,opinion,Tucker Carlson Is Not Your New Best Friend,The Fox News host’s antiwar stance doesn’t erase all that other ugliness.,https://www.nytimes.com/2020/01/11/opinion/sunday/tucker-carlson.html
686,2020-01-11,0,opinion,The Academic Apocalypse,The crisis of English departments is also a crisis of faith.,https://www.nytimes.com/2020/01/11/opinion/sunday/academics-humanities-literature-canon.html
687,2020-01-11,1,world,Oman’s New Sultan Vows to Continue Country’s Peacemaking Path,"Sultan Haitham bin Tariq took power after the death of Sultan Qaboos, who ruled the country for 50 years, and he pledged to follow his predecessor’s quiet diplomacy.",https://www.nytimes.com/2020/01/11/world/middleeast/oman-sultan.html
688,2020-01-11,2,politics,Michael Bloomberg Is Open to Spending $1 Billion to Defeat Trump,"The Democratic presidential candidate said he would spend big even if the nominee was someone he had sharp differences with, like Bernie Sanders or Elizabeth Warren.",https://www.nytimes.com/2020/01/11/us/politics/michael-bloomberg-spending.html
689,2020-01-11,0,opinion,Gone With the Windsors,Will Harry and Meghan have to move into an English basement?,https://www.nytimes.com/2020/01/11/opinion/sunday/meghan-markle-harry-royal-family.html
690,2020-01-11,0,opinion,The F.D.A. Is in Trouble. Here’s How to Fix It.,Some New Year’s resolutions for the incoming boss.,https://www.nytimes.com/2020/01/11/opinion/sunday/fda-commissioner-stephen-hahn.html
691,2020-01-11,1,world,"‘All Perpetrators Will Be Punished,’ Zelensky Says","In a video address on Saturday, President Volodymyr Zelensky of Ukraine pledged that the perpetrators of an attack on an airliner would be punished and that the bodies of the Ukrainians killed in the crash would be promptly returned.",https://www.nytimes.com/video/world/europe/100000006915815/ukraine-president-plane.html
692,2020-01-12,3,arts,What’s on TV Sunday: ‘The Outsider’ and ‘Sanditon’,"Two literary adaptations debut: Stephen King’s “The Outsider” gets a dark take on HBO, while Jane Austen’s “Sanditon” inspires a PBS “Masterpiece” series.",https://www.nytimes.com/2020/01/12/arts/television/whats-on-tv-sunday-the-outsider-and-sanditon.html
693,2020-01-12,5,sports,"In Competition for Top Jobs, in the N.F.L. and Beyond, It Pays to Be a White Man","Only one of five head coach openings in the N.F.L. this off-season has been filled by a person of color, which is how it often goes at the country’s elite organizations.",https://www.nytimes.com/2020/01/12/sports/football/rooney-rule-nfl-coach-diversity.html
694,2020-01-12,1,world,Australia’s Leader Calls for Inquiry Into Government Response to Fires,"In an interview with the local media, Prime Minister Scott Morrison expressed regret but reiterated that economic concerns would still play a key role in climate policies.",https://www.nytimes.com/2020/01/12/world/australia/fires-bushfires-scott-morrison-interview.html
695,2020-01-12,4,business,Los Angeles Rethinks Taxis as Uber and Lyft Dominate the Streets,The cab business is down 75 percent in less than a decade. The plan is to make taxis a lot more like their app-hailed rivals.,https://www.nytimes.com/2020/01/12/business/los-angeles-taxis-uber-lyft.html
696,2020-01-12,1,world,Libyan Rivals Announce a Truce in the Battle for Tripoli,"A cease-fire, first put forward by Turkey and Russia, stirred hopes for an end to the fight for Libya’s capital.",https://www.nytimes.com/2020/01/12/world/middleeast/libya-cease-fire.html
697,2020-01-12,1,world,"A New Home for French Socialists, on Paris’s Periphery","Short of cash, the Socialist Party has moved its headquarters from a Parisian mansion once owned by a princess to a converted factory in the suburbs.",https://www.nytimes.com/2020/01/12/world/europe/france-socialists-home-paris.html
698,2020-01-12,1,world,Warnings of ‘Volcanic Tsunami’ After Eruption in Philippines,"Tens of thousands were evacuated and tremors were felt in nearby villages amid an eruption of the country’s second-most-active volcano, the Taal, near Manila.",https://www.nytimes.com/2020/01/12/world/asia/philippines-taal-volcano.html
699,2020-01-12,0,opinion,When Populism Can’t Beat Identity Politics,"Still, President Tsai of Taiwan wasn’t re-elected just because she’s tough on China.",https://www.nytimes.com/2020/01/12/opinion/taiwan-election-tsai-han-populism.html
700,2020-01-12,3,arts,#MeToo Cases’ New Legal Battleground: Defamation Lawsuits,"The Weinstein trial is rare because most sexual misconduct allegations are too old to litigate. But women, and men, are finding an alternative way to get to court.",https://www.nytimes.com/2020/01/12/arts/defamation-me-too.html
701,2020-01-12,5,sports,Serena Williams Gets First Singles Tournament Win Since Giving Birth,"No. 10-ranked Williams beat fellow American Jessica Pegula, 6-3, 6-4, on Sunday in New Zealand.",https://www.nytimes.com/2020/01/12/sports/tennis/serena-williams-wins-titles.html
702,2020-01-12,5,sports,Lamar Jackson’s Dream Season Ends With a Startling Loss,The N.F.L.’s presumptive most valuable player could not lead the Baltimore Ravens past the Tennessee Titans.,https://www.nytimes.com/2020/01/12/sports/football/lamar-jackson-ravens-playoffs.html
703,2020-01-12,3,arts,Poland Urged to Look for Nazi-Looted Art Still Held in Its Museums,"Despite the Polish government’s efforts to recover cultural objects lost during World War II, researchers say its museums hold stolen items left behind by the Nazis.",https://www.nytimes.com/2020/01/12/arts/design/poland-nazi-looted-art.html
704,2020-01-12,1,world,U.S. Rejects Extradition Request for Driver in Fatal U.K. Accident,"The State Department called the request for Anne Sacoolas, whose husband was working as an American diplomat in Britain, “highly inappropriate.”",https://www.nytimes.com/2020/01/12/world/europe/harry-dunn-anne-sacoolas-extradition.html
705,2020-01-12,1,world,"France Summons African Leaders, Threatening Troop Pullout","Facing hostility in five former colonies over a stalled fight against extremists, President Emmanuel Macron has taken a harsh public stance. Few expect him to follow through.",https://www.nytimes.com/2020/01/12/world/africa/france-sahel-summit.html
706,2020-01-12,3,arts,Neil Peart’s Essential Songs: Hear 10 Tracks,The Rush drummer and lyricist known for his intricate yet explosive playing has died at 67.,https://www.nytimes.com/2020/01/12/arts/music/neil-peart-rush-songs.html
707,2020-01-12,5,sports,How the Chiefs Beat the Texans to Advance to the A.F.C. Championship Game,Patrick Mahomes and the Kansas City offense were unstoppable after withstanding the Houston Texans’ early rally.,https://www.nytimes.com/2020/01/12/sports/football/chiefs-texans.html
708,2020-01-12,2,politics,"Esper Says He Saw No Evidence Iran Targeted 4 Embassies, as Story Shifts Again",The disparity between the defense secretary and President Trump added another twist to an ever-evolving explanation for a strike on an Iranian general that led to the brink of war.,https://www.nytimes.com/2020/01/12/us/politics/esper-iran-trump-embassies.html
709,2020-01-12,1,world,"Ontario Alert Warned of a Nuclear ‘Emergency,’ Then Backed Down","Millions were greeted with a screeching alert on their phones. An hour and a half later, another message followed: The alarm “was issued in error.”",https://www.nytimes.com/2020/01/12/world/canada/ontario-nuclear-pickering.html
710,2020-01-12,1,world,A Growing U.S. Base Made This Afghan Town. Now It’s Dying.,"Bagram’s economy is tightly bound to the American military, but what once made it a boom town today leaves it more a target.",https://www.nytimes.com/2020/01/12/world/asia/Bagram-military-base.html
711,2020-01-12,0,opinion,The Soaring Rate of Suicide by Young People,Readers offer their analysis of why they are despondent and how best to help them.,https://www.nytimes.com/2020/01/12/opinion/letters/suicide-youths-teenagers.html
712,2020-01-12,0,opinion,Making Sure Our Antibiotics Remain Potent,Readers suggest ways to encourage the development of new drugs and prolong the effectiveness of the ones we have. Also: A postscript to “Little Women.”,https://www.nytimes.com/2020/01/12/opinion/letters/antibiotics.html
713,2020-01-12,5,sports,How the Packers Beat the Seahawks to Advance to the N.F.C. Championship Game,"Thanks to Aaron Rodgers, and some plucky defense, Green Bay will play San Francisco next week for a shot at the Super Bowl.",https://www.nytimes.com/2020/01/12/sports/football/seahawks-vs-packers.html
714,2020-01-12,2,politics,"Local New Hampshire Union Backs Bernie Sanders, Bucking National Affiliate",The move by SEA/SEIU Local 1984 stood in contrast to its national affiliate’s decision so far to stay neutral in the presidential race.,https://www.nytimes.com/2020/01/12/us/politics/bernie-sanders-seiu.html
715,2020-01-12,2,politics,U.S. to Expel a Dozen Saudi Military Trainees After Pensacola Shooting,"A review did not find that the students aided the gunman, a Saudi trainee, but concluded that some had ties to extremist movements and others had pornography, a taboo in Saudi Arabia.",https://www.nytimes.com/2020/01/12/us/politics/pensacola-shooting-saudi-trainees.html
716,2020-01-12,1,world,"Diego, the Tortoise Whose High Sex Drive Helped Save His Species, Retires","With the future secured, he’s finally going home. Good job, Diego.",https://www.nytimes.com/2020/01/12/world/americas/diego-tortoise-sex-drive.html
717,2020-01-12,4,business,"‘Mona Lisa of Mustangs,’ Raced in ‘Bullitt,’ Sets Auction Record",Steve McQueen’s hero car from a renowned Hollywood chase scene breaks expectations in a sale for $3.74 million.,https://www.nytimes.com/2020/01/12/business/bullitt-mustang-auction-record.html
718,2020-01-12,3,arts,"Review: ‘The New Pope’ on HBO: Faith, Hope and Sponge Baths","In Paolo Sorrentino’s visually arresting, breezily provocative follow-up to “The Young Pope,” John Malkovich and Jude Law play dual pontiffs (one’s in a coma).",https://www.nytimes.com/2020/01/12/arts/television/the-new-pope-review-hbo.html
719,2020-01-12,0,opinion,Donald Trump Is No Dick Cheney,Republican foreign policy was once defined by clashing world views. Now it’s defined only by loyalty to the president.,https://www.nytimes.com/2020/01/12/opinion/trump-dick-cheney.html
720,2020-01-12,0,opinion,Why Shouldn’t New York’s Wealthiest P.T.A.s Share With Its Neediest Schools?,What to do when those with the most get more.,https://www.nytimes.com/2020/01/12/opinion/new-york-pta.html
